"loan_id";"account_id";"date";"amount";"duration";"payments";"status"
6362;6738;951031;37908;12;3159.00;"A"
5880;4423;951031;73836;36;2051.00;"A"
6535;7546;951102;41952;12;3496.00;"A"
5449;2343;951104;99336;24;4139.00;"A"
6342;6609;951112;60156;36;1671.00;"B"
5409;2218;951118;182040;60;3034.00;"C"
6955;9627;951122;244368;48;5091.00;"C"
6985;9731;951122;113796;36;3161.00;"A"
5125;789;951123;73056;48;1522.00;"C"
5805;4081;951128;137904;24;5746.00;"B"
6185;5774;951128;31176;24;1299.00;"A"
7243;11042;951204;217152;36;6032.00;"A"
6403;6924;951205;194880;48;4060.00;"C"
6578;7765;951211;27984;12;2332.00;"A"
5413;2227;951212;92976;24;3874.00;"A"
6949;9583;951212;104712;24;4363.00;"A"
6545;7606;951212;191880;60;3198.00;"C"
6178;5742;951216;232560;48;4845.00;"C"
5160;1011;951218;204000;60;3400.00;"C"
6785;8899;951225;125340;60;2089.00;"C"
6540;7562;951231;309600;48;6450.00;"C"
6589;7815;960101;189696;24;7904.00;"A"
5900;4503;960101;135360;48;2820.00;"C"
5999;4907;960103;98832;48;2059.00;"C"
6043;5126;960111;20352;48;424.00;"C"
5482;2496;960112;165120;60;2752.00;"C"
7263;11138;960119;89880;24;3745.00;"A"
6013;4995;960203;128988;36;3583.00;"D"
5750;3804;960208;63252;12;5271.00;"A"
6027;5066;960210;61656;24;2569.00;"B"
6303;6400;960212;72408;24;3017.00;"B"
7213;10884;960213;113544;36;3154.00;"C"
6659;8092;960220;56100;60;935.00;"C"
6175;5735;960221;290700;60;4845.00;"D"
5610;3112;960224;123216;48;2567.00;"C"
5563;2912;960229;380160;60;6336.00;"C"
5989;4852;960304;213300;36;5925.00;"C"
6698;8327;960310;247728;48;5161.00;"C"
5312;1772;960313;202788;36;5633.00;"C"
7189;10728;960321;154656;48;3222.00;"C"
6816;9017;960326;100224;48;2088.00;"D"
6137;5574;960410;44628;12;3719.00;"A"
5128;808;960411;215616;48;4492.00;"D"
5470;2456;960415;200976;48;4187.00;"C"
5593;3037;960418;277884;36;7719.00;"D"
5350;1967;960421;249312;48;5194.00;"C"
6063;5213;960425;320976;48;6687.00;"D"
6501;7418;960429;30276;12;2523.00;"B"
5452;2352;960429;49440;60;824.00;"C"
4961;19;960429;30276;12;2523.00;"B"
4973;67;960502;165960;24;6915.00;"A"
6190;5794;960506;123600;60;2060.00;"C"
6715;8411;960506;220620;60;3677.00;"C"
5892;4462;960514;66480;24;2770.00;"B"
6550;7614;960518;320592;48;6679.00;"C"
5706;3608;960524;161496;36;4486.00;"C"
5148;940;960529;284280;60;4738.00;"C"
6734;8547;960530;173016;36;4806.00;"C"
6109;5422;960603;368880;60;6148.00;"C"
6961;9645;960606;176148;36;4893.00;"C"
6810;9006;960608;186384;48;3883.00;"C"
5494;2572;960613;360000;48;7500.00;"C"
5311;1766;960615;30060;60;501.00;"C"
5445;2322;960629;46320;24;1930.00;"A"
5301;1698;960706;141948;36;3943.00;"C"
7034;10001;960711;19044;36;529.00;"C"
6751;8680;960714;85716;36;2381.00;"C"
6667;8127;960715;155880;24;6495.00;"A"
6130;5541;960718;32640;48;680.00;"C"
5429;2268;960718;20196;36;561.00;"C"
5725;3679;960723;444864;48;9268.00;"C"
6019;5033;960725;11400;12;950.00;"A"
6421;6985;960725;96768;36;2688.00;"C"
6992;9790;960727;133968;48;2791.00;"C"
5136;846;960728;187104;24;7796.00;"A"
5337;1886;960731;162468;36;4513.00;"C"
5495;2580;960802;89340;60;1489.00;"C"
7013;9928;960802;89340;60;1489.00;"C"
6012;4994;960803;258444;36;7179.00;"C"
6471;7184;960804;155640;24;6485.00;"A"
6296;6358;960806;270384;48;5633.00;"C"
7305;11359;960806;54024;12;4502.00;"A"
6144;5593;960809;44376;12;3698.00;"A"
6283;6289;960811;85632;48;1784.00;"C"
7246;11054;960820;148920;60;2482.00;"C"
5088;544;960822;91152;24;3798.00;"A"
5988;4851;960822;141648;24;5902.00;"A"
5282;1583;960824;388512;48;8094.00;"D"
5938;4650;960825;402000;60;6700.00;"C"
5606;3084;960828;253512;36;7042.00;"D"
5385;2143;960909;71460;36;1985.00;"C"
6865;9199;960911;29448;12;2454.00;"B"
5586;2994;960914;48744;36;1354.00;"C"
6302;6397;960916;181020;60;3017.00;"C"
7194;10762;960917;68832;36;1912.00;"C"
6461;7136;960919;74124;36;2059.00;"C"
6732;8533;960919;174048;48;3626.00;"C"
6613;7926;960922;84120;24;3505.00;"A"
7036;10019;960925;194940;36;5415.00;"C"
5897;4476;960925;15192;24;633.00;"A"
6995;9814;960926;96168;12;8014.00;"A"
5415;2236;960926;139464;36;3874.00;"D"
7136;10436;960928;54396;36;1511.00;"C"
7271;11186;961002;392460;60;6541.00;"C"
5375;2106;961003;101520;12;8460.00;"A"
5635;3230;961004;77184;36;2144.00;"C"
6817;9024;961004;70656;48;1472.00;"C"
5923;4585;961010;64656;48;1347.00;"C"
5329;1862;961016;396120;60;6602.00;"C"
6644;8039;961020;93600;24;3900.00;"A"
6354;6688;961023;22968;36;638.00;"C"
5082;501;961024;262980;60;4383.00;"C"
6585;7795;961029;372120;60;6202.00;"C"
6921;9422;961029;86184;12;7182.00;"A"
5366;2062;961029;86184;12;7182.00;"A"
5886;4447;961031;192744;36;5354.00;"C"
5741;3754;961103;68544;24;2856.00;"A"
4996;132;961106;88440;12;7370.00;"A"
6015;5001;961109;110112;24;4588.00;"A"
6309;6434;961111;110136;24;4589.00;"A"
6073;5263;961112;276300;60;4605.00;"C"
6006;4948;961115;359760;60;5996.00;"C"
5611;3115;961115;321180;60;5353.00;"C"
6944;9548;961115;46176;48;962.00;"C"
7101;10297;961118;421008;48;8771.00;"C"
6599;7859;961119;72120;12;6010.00;"A"
6940;9510;961122;228276;36;6341.00;"C"
5209;1250;961125;182640;48;3805.00;"C"
5388;2153;961128;61560;12;5130.00;"A"
6011;4981;961128;179328;48;3736.00;"C"
5591;3021;961204;155616;48;3242.00;"C"
7154;10520;961205;417600;60;6960.00;"C"
7130;10411;961211;123408;24;5142.00;"A"
6818;9030;961212;155616;48;3242.00;"C"
5625;3189;961215;222180;60;3703.00;"D"
6805;8972;961221;45024;48;938.00;"C"
7233;10963;961225;115812;36;3217.00;"C"
7308;11362;961227;129408;24;5392.00;"A"
5895;4473;970103;93960;60;1566.00;"C"
7122;10365;970104;260640;36;7240.00;"D"
6173;5724;970108;232560;48;4845.00;"C"
6142;5591;970121;221880;60;3698.00;"C"
5358;2018;970121;38520;12;3210.00;"A"
6095;5358;970124;68340;60;1139.00;"C"
6878;9242;970124;23184;12;1932.00;"A"
6554;7637;970129;390096;48;8127.00;"C"
6793;8931;970130;186300;60;3105.00;"C"
7286;11271;970131;67320;36;1870.00;"C"
6076;5269;970202;117420;60;1957.00;"C"
5134;825;970202;53076;12;4423.00;"A"
5419;2246;970205;415800;60;6930.00;"C"
6255;6158;970208;247920;48;5165.00;"D"
5656;3353;970209;146064;24;6086.00;"C"
6934;9494;970209;116832;12;9736.00;"A"
6028;5072;970209;317520;60;5292.00;"C"
6490;7262;970210;73260;60;1221.00;"C"
6415;6950;970212;475680;48;9910.00;"C"
7087;10215;970220;44304;24;1846.00;"C"
5420;2247;970224;72504;24;3021.00;"C"
5977;4803;970225;59136;48;1232.00;"C"
6824;9052;970226;71976;24;2999.00;"D"
5207;1244;970228;35904;48;748.00;"C"
7115;10351;970304;88704;48;1848.00;"C"
7250;11069;970304;119136;48;2482.00;"C"
6010;4969;970306;150180;60;2503.00;"C"
6088;5317;970307;90180;36;2505.00;"C"
5682;3455;970307;67464;12;5622.00;"A"
7201;10807;970307;67464;12;5622.00;"A"
6938;9504;970310;341280;60;5688.00;"C"
6875;9235;970313;83280;48;1735.00;"C"
5953;4715;970314;97176;24;4049.00;"C"
5942;4681;970315;162624;48;3388.00;"C"
5382;2134;970317;22932;36;637.00;"C"
6377;6792;970317;17184;12;1432.00;"A"
5931;4618;970317;66696;24;2779.00;"D"
5992;4863;970318;76080;12;6340.00;"A"
5790;4033;970320;84288;48;1756.00;"C"
6753;8688;970320;67980;12;5665.00;"A"
6562;7674;970321;94488;24;3937.00;"C"
7046;10049;970328;91632;12;7636.00;"A"
5868;4361;970329;90156;12;7513.00;"A"
5784;3967;970329;84600;36;2350.00;"D"
5878;4415;970401;74040;12;6170.00;"A"
5110;675;970401;102240;60;1704.00;"C"
5210;1252;970401;148140;36;4115.00;"C"
7230;10954;970402;18720;60;312.00;"C"
5005;176;970410;27456;12;2288.00;"A"
6871;9225;970413;164256;48;3422.00;"C"
5363;2051;970422;293880;60;4898.00;"D"
7253;11079;970426;98304;12;8192.00;"A"
6055;5181;970428;399120;60;6652.00;"C"
5072;472;970428;196800;24;8200.00;"D"
6913;9377;970429;99936;24;4164.00;"C"
6386;6856;970430;124344;36;3454.00;"C"
5634;3229;970501;39024;12;3252.00;"A"
5758;3859;970502;307200;60;5120.00;"D"
6819;9031;970503;50112;24;2088.00;"C"
7088;10233;970503;239160;60;3986.00;"C"
5039;314;970503;66840;24;2785.00;"C"
5532;2754;970504;335280;48;6985.00;"C"
6037;5118;970504;53232;48;1109.00;"C"
6322;6510;970506;76992;24;3208.00;"C"
6887;9263;970508;39576;12;3298.00;"A"
6660;8094;970509;220428;36;6123.00;"C"
5451;2350;970511;159744;48;3328.00;"C"
6014;4999;970518;165168;36;4588.00;"C"
5556;2872;970519;268320;60;4472.00;"C"
6346;6649;970522;100260;60;1671.00;"C"
5850;4293;970522;164196;36;4561.00;"C"
5940;4660;970528;106944;24;4456.00;"C"
7119;10361;970602;86880;12;7240.00;"A"
5253;1447;970603;100080;48;2085.00;"C"
6851;9138;970603;272220;60;4537.00;"D"
6695;8320;970604;309660;60;5161.00;"C"
6908;9353;970608;188616;24;7859.00;"C"
7255;11096;970609;213300;60;3555.00;"C"
5674;3418;970610;207264;48;4318.00;"C"
6278;6265;970610;87360;24;3640.00;"C"
5486;2516;970613;466608;48;9721.00;"C"
5174;1093;970613;385104;48;8023.00;"C"
6621;7957;970614;42900;12;3575.00;"A"
6313;6461;970615;150912;36;4192.00;"C"
6435;7045;970616;288720;48;6015.00;"C"
6970;9677;970617;31620;60;527.00;"C"
6310;6440;970617;34572;12;2881.00;"A"
5932;4626;970618;33348;12;2779.00;"A"
6877;9241;970619;285240;60;4754.00;"C"
6763;8772;970619;88272;48;1839.00;"C"
7085;10202;970619;305424;48;6363.00;"C"
7049;10063;970624;233424;36;6484.00;"C"
6959;9633;970630;59448;24;2477.00;"D"
5214;1270;970701;74772;36;2077.00;"C"
6350;6678;970709;294384;48;6133.00;"C"
5063;442;970710;357840;48;7455.00;"D"
5041;319;970711;369000;60;6150.00;"C"
5086;525;970716;210384;48;4383.00;"C"
6942;9513;970716;18324;12;1527.00;"A"
5270;1528;970721;191088;48;3981.00;"C"
6705;8381;970725;333648;48;6951.00;"D"
7051;10068;970728;77808;12;6484.00;"A"
6758;8742;970729;33144;12;2762.00;"A"
6249;6138;970730;67608;24;2817.00;"C"
5808;4099;970731;41856;48;872.00;"C"
5377;2116;970804;92400;12;7700.00;"A"
5446;2334;970804;48312;24;2013.00;"C"
5856;4320;970809;51360;12;4280.00;"B"
4986;97;970810;102876;12;8573.00;"A"
7001;9859;970810;300600;60;5010.00;"C"
6677;8169;970812;97980;60;1633.00;"C"
6665;8114;970815;99300;60;1655.00;"C"
5817;4127;970815;100800;24;4200.00;"D"
6984;9730;970815;116040;60;1934.00;"C"
6541;7565;970817;153504;48;3198.00;"C"
5117;718;970820;76944;12;6412.00;"A"
6097;5362;970821;202848;48;4226.00;"C"
5389;2165;970822;78600;24;3275.00;"C"
7219;10905;970823;57120;48;1190.00;"C"
6338;6592;970824;390660;60;6511.00;"C"
6922;9424;970826;83628;36;2323.00;"C"
5367;2064;970826;83628;36;2323.00;"C"
5638;3249;970827;68124;12;5677.00;"A"
5830;4190;970828;405780;60;6763.00;"C"
5338;1888;970830;57360;12;4780.00;"B"
6007;4949;970830;289920;48;6040.00;"C"
6612;7907;970831;97392;12;8116.00;"A"
5718;3637;970901;14028;12;1169.00;"A"
6104;5395;970905;158184;36;4394.00;"C"
5229;1329;970906;23520;12;1960.00;"A"
6625;7966;970907;473280;60;7888.00;"D"
5206;1242;970907;128544;24;5356.00;"C"
5963;4746;970907;204780;60;3413.00;"C"
4990;110;970908;162576;36;4516.00;"C"
6641;8026;970909;128268;36;3563.00;"C"
5369;2080;970912;214596;36;5961.00;"C"
6196;5837;970914;177804;36;4939.00;"C"
5236;1374;970915;389136;48;8107.00;"C"
5719;3664;970920;271584;48;5658.00;"C"
5643;3273;970921;94512;12;7876.00;"B"
7050;10065;970923;311232;48;6484.00;"C"
6355;6699;970924;127200;48;2650.00;"C"
6688;8268;970926;8616;24;359.00;"C"
6239;6083;970928;360864;48;7518.00;"D"
5531;2753;970930;66432;24;2768.00;"C"
6113;5445;971001;78696;36;2186.00;"C"
7181;10679;971002;197808;24;8242.00;"C"
6118;5477;971004;349392;48;7279.00;"C"
7264;11141;971007;44940;12;3745.00;"A"
5343;1906;971008;44952;24;1873.00;"C"
5051;378;971011;230400;60;3840.00;"C"
5779;3942;971014;107352;36;2982.00;"C"
6605;7890;971014;79344;48;1653.00;"C"
6655;8085;971017;260400;60;4340.00;"D"
6534;7542;971019;590820;60;9847.00;"C"
5681;3448;971020;68664;24;2861.00;"C"
6607;7894;971021;153144;36;4254.00;"C"
6242;6097;971022;26208;36;728.00;"C"
7242;11027;971023;48096;24;2004.00;"C"
7277;11231;971024;89280;12;7440.00;"A"
6675;8158;971101;238716;36;6631.00;"C"
5398;2187;971104;53472;12;4456.00;"A"
5956;4725;971104;168264;36;4674.00;"C"
5731;3711;971105;460980;60;7683.00;"D"
6956;9631;971109;59448;24;2477.00;"C"
6437;7052;971109;63972;36;1777.00;"D"
5447;2335;971112;541200;60;9020.00;"D"
5973;4784;971124;219456;48;4572.00;"C"
6075;5267;971126;129312;24;5388.00;"D"
5281;1580;971127;194256;24;8094.00;"C"
5103;666;971128;12540;12;1045.00;"A"
6468;7176;971130;203940;60;3399.00;"C"
7209;10857;971130;385560;60;6426.00;"D"
5584;2986;971206;24792;24;1033.00;"C"
4988;103;971206;265320;36;7370.00;"D"
6502;7424;971208;30276;12;2523.00;"A"
5651;3329;971208;19248;12;1604.00;"A"
4962;25;971208;30276;12;2523.00;"A"
5862;4342;971209;100128;24;4172.00;"C"
7199;10789;971209;45768;12;3814.00;"A"
6727;8505;971210;42840;12;3570.00;"A"
7279;11244;971211;155760;24;6490.00;"C"
6544;7594;971211;130464;48;2718.00;"C"
5933;4631;971213;87528;24;3647.00;"C"
6574;7745;971220;77544;36;2154.00;"C"
6399;6902;971221;49320;36;1370.00;"C"
7187;10711;971224;24180;60;403.00;"C"
6353;6686;971225;116496;24;4854.00;"C"
5043;339;971225;468060;60;7801.00;"C"
5469;2445;971226;293160;60;4886.00;"C"
5976;4794;971227;465504;48;9698.00;"D"
6059;5196;971228;79824;12;6652.00;"A"
5799;4052;971228;106128;36;2948.00;"C"
6147;5602;971228;177504;48;3698.00;"C"
6254;6157;971228;247920;48;5165.00;"C"
7100;10280;971231;348120;60;5802.00;"C"
7147;10478;980102;267600;48;5575.00;"C"
5909;4550;980103;61320;60;1022.00;"C"
7037;10022;980103;218064;48;4543.00;"C"
5782;3953;980104;63576;12;5298.00;"C"
6237;6075;980106;407952;48;8499.00;"D"
6552;7632;980108;170448;48;3551.00;"C"
7067;10134;980111;136368;24;5682.00;"C"
5320;1819;980111;143676;36;3991.00;"C"
5930;4616;980112;66696;24;2779.00;"C"
6486;7240;980115;152160;60;2536.00;"C"
5245;1407;980117;125472;24;5228.00;"C"
6643;8038;980118;35856;24;1494.00;"C"
5260;1480;980119;123300;36;3425.00;"C"
5569;2936;980120;504000;60;8400.00;"C"
7110;10345;980121;31260;12;2605.00;"C"
7139;10445;980122;23412;12;1951.00;"C"
6791;8926;980123;566640;60;9444.00;"C"
5360;2035;980125;176328;36;4898.00;"C"
5287;1638;980126;64224;24;2676.00;"C"
6553;7636;980126;42384;12;3532.00;"C"
7072;10148;980127;22104;12;1842.00;"C"
6044;5133;980127;57060;12;4755.00;"C"
5332;1869;980129;37944;36;1054.00;"C"
6866;9201;980205;122472;24;5103.00;"C"
6633;7997;980205;160656;24;6694.00;"C"
6926;9455;980207;374760;60;6246.00;"C"
6442;7082;980208;194160;48;4045.00;"C"
5889;4456;980209;321240;60;5354.00;"C"
5765;3875;980210;153936;24;6414.00;"C"
5124;785;980212;156096;36;4336.00;"C"
5491;2545;980213;428784;48;8933.00;"C"
6730;8523;980215;93036;12;7753.00;"C"
7151;10493;980218;133800;24;5575.00;"C"
5140;873;980224;178500;60;2975.00;"C"
7171;10650;980224;196224;48;4088.00;"C"
6568;7713;980225;220440;60;3674.00;"C"
6861;9179;980228;215040;60;3584.00;"C"
6855;9153;980301;52236;36;1451.00;"C"
7129;10404;980301;194280;60;3238.00;"C"
5384;2142;980307;23328;12;1944.00;"C"
6859;9167;980307;272220;60;4537.00;"C"
5772;3906;980308;334620;60;5577.00;"C"
5665;3390;980311;40632;12;3386.00;"C"
6495;7274;980312;49044;12;4087.00;"C"
5061;440;980313;84288;48;1756.00;"C"
6948;9560;980315;157068;36;4363.00;"C"
5773;3907;980316;133848;24;5577.00;"C"
6052;5164;980323;22356;36;621.00;"C"
6682;8225;980330;36204;12;3017.00;"D"
6083;5305;980331;240528;48;5011.00;"C"
6962;9646;980402;279072;48;5814.00;"C"
5158;1004;980411;188532;36;5237.00;"C"
6464;7156;980416;49488;24;2062.00;"C"
5172;1083;980416;50976;36;1416.00;"C"
5582;2982;980417;41256;12;3438.00;"C"
6136;5572;980419;140880;60;2348.00;"C"
6235;6062;980419;321360;60;5356.00;"C"
6508;7437;980419;110736;48;2307.00;"C"
4968;38;980419;110736;48;2307.00;"C"
6632;7990;980423;144960;48;3020.00;"C"
7195;10774;980423;339168;48;7066.00;"C"
5525;2720;980427;93888;36;2608.00;"C"
6320;6495;980428;104964;12;8747.00;"C"
6766;8784;980428;74352;24;3098.00;"C"
6872;9227;980429;191580;60;3193.00;"C"
5906;4533;980505;81144;36;2254.00;"C"
7172;10652;980507;45720;12;3810.00;"C"
6571;7733;980512;140064;24;5836.00;"C"
5616;3143;980515;130896;24;5454.00;"C"
6312;6453;980517;10944;36;304.00;"C"
6470;7181;980517;49872;12;4156.00;"C"
5147;938;980521;22260;60;371.00;"C"
5501;2622;980521;136344;24;5681.00;"C"
6436;7049;980522;495180;60;8253.00;"C"
5699;3562;980524;174960;24;7290.00;"C"
5313;1776;980527;43200;24;1800.00;"C"
6234;6061;980528;5148;12;429.00;"C"
6569;7721;980528;45456;12;3788.00;"C"
7202;10812;980529;140688;48;2931.00;"C"
5683;3460;980529;140688;48;2931.00;"C"
5034;303;980530;112752;36;3132.00;"C"
5435;2279;980601;314688;48;6556.00;"C"
5815;4116;980603;151200;36;4200.00;"C"
5589;3005;980605;390000;48;8125.00;"C"
6746;8639;980606;185640;60;3094.00;"C"
